key,source,Translation,context
DAF4A46349CE66212B3281AA31086009,You left the mission area.,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_FailMission_1
DeathMenuText"
E446546A4F7779F1B7CFEA8516895315,You failed to protect the Resistance ships.,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_FailMission_2
DeathMenuText"
F76B05CC4EE54D378334F7952628DA7D,You left the mission area.,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_FailMission_3
DeathMenuText"
477D7D114E2D8363B19FF3A435413628,You left the mission area.,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_FailMission_4
DeathMenuText"
44C1C99A4CB8B681C1B67C92BC90DAE9,Save the Resistance,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_MainObjective_0
Title"
AB3530EB459E869015C6C8AB785685E5,Save the Resistance,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_MainObjective_1
Title"
C4ECFD594BC301A4B642F8B842C21A22,Maka Haven,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_SetMissionMarkers_0
DisplayName"
EC9F63434385FD88B03D338AE70EA7C7,Rinak Haven,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_SetMissionMarkers_1
DisplayName"
4E0556784BBB89872C38EEA51AFC9EB3,Trom Shipyard,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_SetMissionMarkers_2
DisplayName"
2BACAC8044A0561A23E0C4AFB7137628,Admiral Kardoh,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_SetupEnemyInfoDisplayBar_C_0
HeaderText"
2B73639D425A7B3D393519B6A0A2AFE7,Admiral Kardoh,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_SetupEnemyInfoDisplayBar_C_2
HeaderText"
D287889044E795341BB6B49B057176F4,Reach Resistance armada,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_SubObjective_0
Text"
356385A143E4EA0C916CFAA396878915,Reach Resistance armada,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_SubObjective_1
Text"
75DA314149265C0D8382DA8B308E44F3,Destroy Faceless entities,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_SubObjective_2
Text"
BBCB91AE4735875F2143E9AE2DB87ED9,Destroy Faceless entities,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_SubObjective_4
Text"
6EBF583B4BC54757B65CEC9914CB1080,Destroy Faceless entities,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTAction_SubObjective_5
Text"
BE9356C84E2D4F8B858B67B1A3F52E73,Resistance Armada,,"Mission/LocTRN09_RiftInvestigation/MT_LocTRN09_RiftInvestigation.json
Name: MTQuery_ReachLocation_1
ObjectiveMarkerDisplayNameInMap"
803B1C274FB429B675841CB8B24D0265,There… the Resistance…,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S01_Arrival.json
Name: DA_CM_06B_TRN_S01_Arrival
Speaker: Nara
DialogueText"
C3B6BC044BDA4DF80400E7A8F8EAFDF2,They will fail.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S01_Arrival.json
Name: DA_CM_06B_TRN_S01_Arrival
Speaker: Forsaken
DialogueText"
40DBA1734B695A839D873A813DD30D82,<IH1>And die…</>,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S01_Arrival.json
Name: DA_CM_06B_TRN_S01_Arrival
Speaker: Nara-Int
DialogueText"
3621EDEC47C51EF2486B7A92D577BB76,We must help them.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S01_Arrival.json
Name: DA_CM_06B_TRN_S01_Arrival
Speaker: Nara
DialogueText"
206638814256108C4FAC86A4919AEA89,Agreed. We may need them soon.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S01_Arrival.json
Name: DA_CM_06B_TRN_S01_Arrival
Speaker: Forsaken
DialogueText"
A22987A84B1B258D062A14B39654D6AF,<IH1>The Faceless…</>,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S01a_Arrival.json
Name: DA_CM_06B_TRN_S01a_Arrival
Speaker: Nara-Int
DialogueText"
93DE68C94A0E5BBF35AFF995AD450365,Their shields…,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S01b_CombatStarts.json
Name: DA_CM_06B_TRN_S01b_CombatStarts
Speaker: Forsaken
DialogueText"
0EE2C1A04A49800FF74BA9B5CCF97226,My Storm Rite can handle them.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S01b_CombatStarts.json
Name: DA_CM_06B_TRN_S01b_CombatStarts
Speaker: Nara
DialogueText"
9544A5CA4B23CA3B6799CCA1DD65B459,More Faceless manifesting.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S01c_Arrival.json
Name: DA_CM_06B_TRN_S01c_Arrival
Speaker: Forsaken
DialogueText"
FF6B07BC4C3B3F8929CEAAA0FBBB36CE,Calling all Resistance ships.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02a_CombatStarts.json
Name: DA_CM_06B_TRN_S02a_CombatStarts
Speaker: Nara
DialogueText"
5C7CEB3D451BFD6A4D7158814802DB64,This is Nara. I'm here to destroy the Faceless. Don't fire at me.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02a_CombatStarts.json
Name: DA_CM_06B_TRN_S02a_CombatStarts
Speaker: Nara
DialogueText"
2BFFD6E44B25C02BB9BF16B69D5EE75C,More incoming.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02b_CombatStarts.json
Name: DA_CM_06B_TRN_S02b_CombatStarts
Speaker: Nara
DialogueText"
FE60FF8B4DA47481BB44C082F641920A,The Resistance ships have no chance.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02b_CombatStarts.json
Name: DA_CM_06B_TRN_S02b_CombatStarts
Speaker: Forsaken
DialogueText"
7530BF644B31ADBBAF3F1B83D14B7C3F,All done here.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02c_CombatStarts.json
Name: DA_CM_06B_TRN_S02c_CombatStarts
Speaker: Forsaken
DialogueText"
2B49C243463775EB50F2F19EE4E91A65,"No, I sense there are more.",,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02c_CombatStarts.json
Name: DA_CM_06B_TRN_S02c_CombatStarts
Speaker: Nara
DialogueText"
DB9386884A6A9DDC4DEAA0A46E6B1C2E,More Faceless coming in…,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02e_CombatStarts.json
Name: DA_CM_06B_TRN_S02e_CombatStarts
Speaker: Forsaken
DialogueText"
7183A4814F77BF9A5B99558C912067E2,… from that Rift.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02e_CombatStarts.json
Name: DA_CM_06B_TRN_S02e_CombatStarts
Speaker: Nara
DialogueText"
05275FA241228B210361759EC1343065,Cleared. What's their status?,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02f_CombatStarts.json
Name: DA_CM_06B_TRN_S02f_CombatStarts
Speaker: Nara
DialogueText"
1F6470EB44924919BF684990AF3ED22D,Heavily damaged.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02f_CombatStarts.json
Name: DA_CM_06B_TRN_S02f_CombatStarts
Speaker: Forsaken
DialogueText"
89F6ED7C466614475B55BF8CABF6894F,<IH1>But alive…</>,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02f_CombatStarts.json
Name: DA_CM_06B_TRN_S02f_CombatStarts
Speaker: Nara-Int
DialogueText"
FC4A63DC45ADD1AD83235E9FD1343674,Unidentified Cult ship. Veer off.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02g_CombatStarts.json
Name: DA_CM_06B_TRN_S02g_CombatStarts
Speaker: ResistanceF1
DialogueText"
DF2A8C5642AF449C7C01BDA99DBB1A06,No. You would all die…,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02g_CombatStarts.json
Name: DA_CM_06B_TRN_S02g_CombatStarts
Speaker: Nara
DialogueText"
0EDE221646B1CFFA9D3E71B69A374529,Cult ship. Leave now!,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02h_CombatStarts.json
Name: DA_CM_06B_TRN_S02h_CombatStarts
Speaker: ResistanceF1
DialogueText"
7318C1604A30FF4ADAB8089DB3C0C05A,Their main systems are damaged.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02h_CombatStarts.json
Name: DA_CM_06B_TRN_S02h_CombatStarts
Speaker: Forsaken
DialogueText"
B0C9F2C34D95A294782944869965C660,Understood. We stay.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02h_CombatStarts.json
Name: DA_CM_06B_TRN_S02h_CombatStarts
Speaker: Nara
DialogueText"
6135F11A4A8CBD908764739797831EE4,Their hulls are breaching.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02i_CombatStarts.json
Name: DA_CM_06B_TRN_S02i_CombatStarts
Speaker: Forsaken
DialogueText"
0E5D318B45FC299D81CA97876950B522,We have to hurry.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02i_CombatStarts.json
Name: DA_CM_06B_TRN_S02i_CombatStarts
Speaker: Nara
DialogueText"
791CE473494E43F8D98BFE989275A863,They're going down.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02j_CombatStarts.json
Name: DA_CM_06B_TRN_S02j_CombatStarts
Speaker: Forsaken
DialogueText"
38DC21F8406D7C259EC524A5C65F538A,No…,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02j_CombatStarts.json
Name: DA_CM_06B_TRN_S02j_CombatStarts
Speaker: Nara
DialogueText"
B782178B4B23CE2C946A0EACD4EEC75F,No!,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02k_CombatStarts.json
Name: DA_CM_06B_TRN_S02k_CombatStarts
Speaker: Nara
DialogueText"
FCB0F68A4AF31248ABBE1BBC22F71627,All are dead.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S02k_CombatStarts.json
Name: DA_CM_06B_TRN_S02k_CombatStarts
Speaker: Forsaken
DialogueText"
C5AFC9A24D55A588D7CA50882978C419,"Ree, I can seal this Rift… from the inside.",,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Nara
DialogueText"
24E0A9844168508EC59570A7B677BBBF,Impossible! You wouldn't survive its forces.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
6FAE421643C1D799577F9990856DD6B6,Unless… we cut a passage into it.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
B4E47D01481C6AFB85670E9BBD03C402,The Inura Installation laser… we could modify it.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
E23396F74E625F83146F1FA5E7436E7E,I need an engineer. And a ship for them. Go here…,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
5DE2B67246FA3FD3F761F3A2EC423B03,Understood.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Nara
DialogueText"
780A6BD84767F3F53424D2807FB867EE,And we'll need backup.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
10D5124543E590DEEE181DB103B34409,The admiral won't risk any ships for me.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Nara
DialogueText"
1950137C4D3A84D8587ADDBBE92102CC,There's someone who might… Captain Aystan.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
E42EA2224D203DCB29414A8060606F7A,"But, he and his ships disappeared.",,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
AC1532A74C718A96ED8755B2FE08884C,Any last coordinates?,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Nara
DialogueText"
E39AD96F4F0D523F909A3AB51D25C004,Here…,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
B3270C724B5C11018A23849292ECA59D,Good luck out there. I'll talk to Kardoh now.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
672D873F44BC26CB385ECEAE9E4FF747,He will come around when he sees you… doing what you do.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
D7567B1B44E5BAF63C17708ED566BDE1,I'm not doing this for him.,,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Nara
DialogueText"
122415FA4691C90173D9A1A0F5845B5A,"I know. Bye, Nara.",,"Mission/LocTRN09_RiftInvestigation/Dialogues/DA_CM_06B_TRN_S04_ToTheHideout.json
Name: DA_CM_06B_TRN_S04_ToTheHideout
Speaker: Ree
DialogueText"
92B2A3854CC294E92813C284B1FA1E29,Temple Exit,,"Mission/LocTRN15_RiftAppearance/MT_LocTRN15_RiftAppearance.json
Name: MTQuery_ReachLocation_8
ObjectiveMarkerDisplayNameInMap"
97C96BC04CB182F1D3F4C1A3D2655F75,Resistance Armada,,"Mission/LocTRN15_RiftAppearance/MT_LocTRN15_RiftAppearance.json
Name: MTQuery_ReachLocation_9
ObjectiveMarkerDisplayNameInMap"
A0B505F9449662F326D5C9BD21B4A223,Let's get--,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S01a_Anticipation.json
Name: DA_LI_08_TRN_S01a_Anticipation
Speaker: Nara
DialogueText"
73599AA94E7F2937BCBF54BD9A122E96,<Gasps>,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S01a_Anticipation.json
Name: DA_LI_08_TRN_S01a_Anticipation
Speaker: Nara
DialogueText"
6C03F7014ADF087120ED26A524ACD30A,It's-- happening!,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S01b_TheRift.json
Name: DA_LI_08_TRN_S01b_TheRift
Speaker: Nara
DialogueText"
47F9A26D405FEFEF7C261BBABF4B3739,The Rift?,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S01b_TheRift.json
Name: DA_LI_08_TRN_S01b_TheRift
Speaker: Forsaken
DialogueText"
F7FC623E4251DA6A1222E99A4D1AE57E,Yes-- It's the Prophet-- He's-- calling them!,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S01c_TheCalling.json
Name: DA_LI_08_TRN_S01c_TheCalling
Speaker: Nara
DialogueText"
13AAA97942C283BCC82EEA8AB206E69D,Forsake your petty endeavors. Embrace the Chorus!,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S02_Cut-RiftOpening.json
Name: DA_LI_08_TRN_S02_Cut-RiftOpening
Speaker: Prophet
DialogueText"
EB2A399A45C8E3B9F2B1D7A32FD89B68,All forces. Execute Cleansing Doctrine.,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S02b_Cut-RiftOpening.json
Name: DA_LI_08_TRN_S02b_Cut-RiftOpening
Speaker: CultF2
DialogueText"
5C0DDBF64CE39FCD9AD558B6A1E2CA84,My visions…,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S03_Arrival.json
Name: DA_LI_08_TRN_S03_Arrival
Speaker: Nara
DialogueText"
92E151F748138C4B65EFA0935389796C,… came true.,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S03_Arrival.json
Name: DA_LI_08_TRN_S03_Arrival
Speaker: Forsaken
DialogueText"
6690160E4D4DDE7C998821B57905625D,The Faceless are here.,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S03_Arrival.json
Name: DA_LI_08_TRN_S03_Arrival
Speaker: Nara
DialogueText"
7AC77AFA4D5535D83193C49EF11D738D,Then we'll…,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S03_Arrival.json
Name: DA_LI_08_TRN_S03_Arrival
Speaker: Forsaken
DialogueText"
28AC63704F21D8CDD07C5DAAD9A52B81,… hunt them!,,"Mission/LocTRN15_RiftAppearance/Dialogues/DA_LI_08_TRN_S03_Arrival.json
Name: DA_LI_08_TRN_S03_Arrival
Speaker: Nara
DialogueText"
772DBFDC45E3490433C0FA803F4F2187,You left the mission area.,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_FailMission_0
DeathMenuText"
F9B166F34BA5FA1C0C58A6AE6CCE2BD8,You left the mission area.,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_FailMission_1
DeathMenuText"
8E4A537B4CE6A455B9E563AE66EA29EB,You left the mission area.,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_FailMission_2
DeathMenuText"
C0E6E98F4F7C660EAE46C0924DA941ED,You failed to stop the Circle Phantom before it reached the temple.,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_FailMission_3
DeathMenuText"
1510A859462C62B68631E084A96AA55E,You left the mission area.,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_FailMission_4
DeathMenuText"
FF4CA23E4F8293453906C091961F4969,You left the mission area.,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_FailMission_5
DeathMenuText"
97B0FE574D8D5120B0A91B9269A0F36F,You left the mission area.,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_FailMission_6
DeathMenuText"
95B6BE5C4D2DCB248C0A5F993F14F2D0,Regain a Rite,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_MainObjective_0
Title"
BD3DB85048989D85BE67EAB0C366E9C5,Regain a Rite,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_MainObjective_1
Title"
D91EA2394577F086369768B893B67944,Regain a Rite,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_MainObjective_2
Title"
0A088A1B4A4B6232341521BB5BA6C0DE,Regain a Rite,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_MainObjective_4
Title"
AA92CDC348DADC28CFC049899F4167A6,Regain a Rite,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_MainObjective_5
Title"
B734C2D54783B8EC7A9487A8C9E91816,Leave temple,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_MainObjective_9
Title"
9514ED0242AAE14F7B6CFBA8837160D9,"Use the  <BH1>Rite of the Storm</> to disrupt Faceless Corruption or ship engines for a few seconds. 
It also greatly damages the shields of enemies.

Press<gameaction id=""ActivePower2"" width=""54"" height=""54"" offset=""10""/>to use the  <BH1>Rite of the Storm.</>",,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SetTutorialInfo_C_1
Text"
25C3158C439C2DBD66F877B2959F1A32,Time until collision,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SetupEnemyInfoDisplayBar_C_0
HeaderText"
2089C35C480C85E3FF69AD8A5D0DE685,Enter temple,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_0
Text"
9E49B3EA4F1EA4EEB25974A311FE463C,Reach temple altar,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_10
Text"
E76D5D0641B112E61EEA4E8F6703E92F,Reach temple altar,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_11
Text"
65E7E6B54F02E3FFCBEB2FA17155A597,Disrupt Corruption Cluster,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_12
Text"
65CDBE4449CA44420EF1E38C86BA31B4,Disrupt Corruption Cluster,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_13
Text"
E0FD620F4D01359FF87826A167A16781,Reach temple altar,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_14
Text"
54A8F9BE462398D5E26DFC90F16F7F3D,Destroy Circle forces,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_2
Text"
FD45C4C346071D7D3947F486F2A026F4,Destroy Circle forces,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_3
Text"
45D51FAB46487B4DBC439C83119F1199,Destroy Circle Phantom,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_4
Text"
0B6723844D4D3EF8BE49599020C35D75,Destroy Circle Phantom,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_5
Text"
D2CD56564909D82C8B4579AE1D2FB859,Destroy Circle Phantom,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_6
Text"
337ACC194D04B4AC06CD0CA9FBA365BC,Enter temple,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_7
Text"
971300274CBAEEC6DE72F5A437A28430,Enter temple,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_8
Text"
16AE7193456DBA3325441BB2F911F223,Enter temple,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTAction_SubObjective_9
Text"
022465454428D944593515811A0FFD94,Temple Entrance,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTQuery_ReachLocation_0
ObjectiveMarkerDisplayNameInMap"
BF3CC143442D492B81131F93E9F2AE39,Temple Entrance,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTQuery_ReachLocation_1
ObjectiveMarkerDisplayNameInMap"
32EB5DDF491D8DD7127CDC8110615AF3,Temple altar,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTQuery_ReachLocation_2
ObjectiveMarkerDisplayNameInMap"
502CE4DB401ECB3D21EAEB8622F6C6CD,Temple Exit,,"Mission/LocTRN15_Temple/MT_LocTRN15_Temple.json
Name: MTQuery_ReachLocation_3
ObjectiveMarkerDisplayNameInMap"
DD39BE9D41BAD630A617D4B9287688A8,I feel… the Spirit Passage inside the temple.,,"Mission/LocTRN15_Temple/Dialogues/DA_CM_06_TRN_S01a_Arrival.json
Name: DA_CM_06_TRN_S01a_Arrival
Speaker: Nara
DialogueText"
A6B5732544A4459A8209128D6FCBD8D4,Do you remember the Rite it leads to?,,"Mission/LocTRN15_Temple/Dialogues/DA_CM_06_TRN_S01a_Arrival.json
Name: DA_CM_06_TRN_S01a_Arrival
Speaker: Forsaken
DialogueText"
10AA9B27410D7C3FB5599499AA02072F,"It's… familiar, but more ""evolved,"" and powerful. I… <I>we</> need it.",,"Mission/LocTRN15_Temple/Dialogues/DA_CM_06_TRN_S01a_Arrival.json
Name: DA_CM_06_TRN_S01a_Arrival
Speaker: Nara
DialogueText"
04B3D44F4F3B28106755408B49617F7B,Circle turrets!,,"Mission/LocTRN15_Temple/Dialogues/DA_CM_06_TRN_S02_Cut-GatesShut.json
Name: DA_CM_06_TRN_S02_Cut-GatesShut
Speaker: Forsaken
DialogueText"
B19D7AD54A5AE2DEE3FD25A942BA591E,I expected more of a fight.,,"Mission/LocTRN15_Temple/Dialogues/DA_CM_06_TRN_S03b_CombatArena.json
Name: DA_CM_06_TRN_S03b_CombatArena
Speaker: Forsaken
DialogueText"
93D4F96A4056147B8A68059E52173BF1,Circle forces incoming.,,"Mission/LocTRN15_Temple/Dialogues/DA_CM_06_TRN_S03c_CombatArena.json
Name: DA_CM_06_TRN_S03c_CombatArena
Speaker: Forsaken
DialogueText"
564F50054B2889AA4D024A85D86039DA,<IH1>As expected…</>,,"Mission/LocTRN15_Temple/Dialogues/DA_CM_06_TRN_S03c_CombatArena.json
Name: DA_CM_06_TRN_S03c_CombatArena
Speaker: Nara-Int
DialogueText"
F17EE66443BE5A14B4528FA884A6D379,Additional forces inbound.,,"Mission/LocTRN15_Temple/Dialogues/DA_CM_06_TRN_S03d_CombatArena.json
Name: DA_CM_06_TRN_S03d_CombatArena
Speaker: Nara
DialogueText"
3931BFAF40C53969120ACFB1F71AF9A0,Yes.,,"Mission/LocTRN15_Temple/Dialogues/DA_CM_06_TRN_S03d_CombatArena.json
Name: DA_CM_06_TRN_S03d_CombatArena
Speaker: Forsaken
DialogueText"
